Name,Symbol,YTD,3MO,1YR,3YR,5YR,10YR,Yield,rating,Expense ratio,tenure,assets,category
MSDW Instl Value Equity B,,8.49,18.47,8.49,,,,1.15,,0.95,2,"1,888,622",LargeValue
New England Equity Income C,,1.95,11.27,1.95,,,,0.74,,2.25,1,"439,939,884",LargeValue
OVB Equity-Income B,,13.5,12.5,13.5,,,,1.72,,1.36,2,"7,275,271",LargeValue
Profit Value,,31.67,30.11,31.67,,,,0,,1.95,1,"7,212",LargeValue
Strategist Equity-Income,,11.74,15.68,11.74,,,,1.6,,1.25,1,"21,018,805",LargeValue
Undiscovered Managers All Cap Value,,14.75,21.04,14.75,,,,0.17,,,1,"36,494,862",LargeValue
Undiscovered Managers Core Equity,,21.47,16.04,21.47,,,,0.55,,,1,"970,714",LargeValue
American Heritage,AHERX,-61.22,-24,-61.22,-13.64,-21.98,-4.29,0,*,5.85,8,"6,227,618",SmallGrowth
Alliance Quasar Instl I,AIQIX,,15.96,,,,,,,0,,,SmallGrowth
Ark Small Cap Equity Instl,ARPEX,19.31,26.08,19.31,13.08,,,0,*,0.95,3,"27,418,441",SmallGrowth
Armada Small Cap Growth Instl,ASMIX,7.56,22.73,7.56,,,,0,,,1,"78,720,643",SmallGrowth
Atlas Emerging Growth A,ATEAX,5.77,14.11,5.77,,,,0,,1.49,1,"15,497,539",SmallGrowth
Chase Small Capitalization Instl,ATSCX,-1.83,16.64,-1.83,16.82,14.45,,0,**,1,5,"64,755,727",SmallGrowth
Baron Asset,BARAX,4.27,26.58,4.27,19.41,19.86,16.86,0.08,***,1.32,11,"5,212,000,000",SmallGrowth
BB&T Small Company Growth Tr,BBCGX,3.29,22.26,3.29,12.46,,,0,*,1.79,4,"88,604,656",SmallGrowth
Brown Capital Mgmt Small Co Instl,BCSIX,18.39,20.03,18.39,17.08,17.63,,0,***,1.5,6,"14,347,081",SmallGrowth
Berger New Generation,BENGX,23,32.04,23,,,,0,,1.72,2,"130,141,665",SmallGrowth
Berger Small Company Growth,BESCX,3.17,26.61,3.17,11.86,16.32,,0,**,1.48,0,"616,994,145",SmallGrowth
Baron Growth & Income,BGINX,0.1,22.56,0.1,18.78,,,0.14,**,1.37,4,"343,695,555",SmallGrowth
Brinson U.S. Small Cap Growth I,BISCX,-6.73,18.94,-6.73,,,,0,,,1,"22,571,694",SmallGrowth
Brazos/JMIC Micro Cap Growth,BJMIX,32.8,20.51,32.8,,,,0,,,1,"58,157,472",SmallGrowth
Brazos/JMIC Small Cap Growth Secs,BJSCX,13.58,20.88,13.58,,,,0,,1.35,2,"382,559,635",SmallGrowth
BNY Hamilton Small Cap Growth Inst,BNSIX,7.89,20.52,7.89,,,,0,,,1,"121,040,302",SmallGrowth
Baron Small Cap,BSCFX,2.23,22.42,2.23,,,,0,,1.39,1,"403,727,998",SmallGrowth
BT Investment Small Cap,BTSCX,6.15,28.7,6.15,8.69,19.43,,0,**,1.25,2,"184,597,241",SmallGrowth
MSDW Capital Appreciation D,CAADX,-0.5,13.52,-0.5,,,,0,,,,"208,378",SmallGrowth
CitiFunds Small Cap Growth,CFSGX,4.75,26.52,4.75,18.68,,,0,**,1.35,0,"31,990,399",SmallGrowth
Columbia Small Cap,CMSCX,4.69,17.54,4.69,,,,0,,1.46,2,"136,126,835",SmallGrowth
Calvert New Vision Small Cap C,CNVCX,-10.31,12.13,-10.31,,,,0,,,1,"7,419,225",SmallGrowth
Cappiello-Rushmore Emerging Growth,CREGX,-8.59,22.96,-8.59,-0.79,4.32,,0,*,1.5,6,"15,006,000",SmallGrowth
MSDW Developing Growth Secs D,DGRDX,8.93,24.81,8.93,,,,0,,,1,"5,905,060",SmallGrowth
Delaware Trend Instl,DGTIX,13.84,23.08,13.84,14.79,14.29,,0,**,1.09,2,"54,474,210",SmallGrowth
Dreyfus Aggressive Growth,DGVAX,-36.67,19.86,-36.67,-13.69,,,0,*,1.27,0,"36,067,956",SmallGrowth
Wilshire Target Small Co Growth Invmt,DTSGX,-3.56,19.7,-3.56,7.07,9.18,,0,*,1.28,6,"11,780,414",SmallGrowth
Diversified Investors Special Equity,DVPEX,3.09,20.84,3.09,17.73,,,0,**,1.49,4,"846,962,770",SmallGrowth
Enterprise Small Company Growth Y,ENGEX,-3.76,27.19,-3.76,10.56,15.8,,0,**,1.84,0,"8,722,514",SmallGrowth
Evergreen Select Sm Cap Grth Instl,EVSIX,2.13,25.19,2.13,9.82,,,0,*,0.92,1,"45,910,731",SmallGrowth
First American Strategy Aggress Grth,FAAGX,6.82,14.77,6.82,,,,1.83,,0.6,2,"68,590,619",SmallGrowth
Fasciano,FASCX,7.19,7.47,7.19,18.12,17.51,15.6,0.09,***,1.3,11,"233,151,281",SmallGrowth
Founders Discovery,FDISX,14.19,36.55,14.19,15.71,13.42,,0,*,1.52,1,"239,346,811",SmallGrowth
Invesco Small Company Growth,FIEGX,14.9,26.27,14.9,14.91,13.69,,0,**,1.48,3,"316,793,084",SmallGrowth
Firstar Emerging Growth Inst,FIEMX,8.49,21.11,8.49,,,,0.14,,0.9,1,"60,492,719",SmallGrowth
Fremont Institutional U.S. Micro-Cap,FIMCX,5.53,46.03,5.53,,,,0,,1.25,1,"49,132,004",SmallGrowth
Firstar MicroCap Instl,FIMPX,-2.45,23.07,-2.45,20.45,,,0,**,1.7,1,"97,533,656",SmallGrowth
Flag Investors Emerging Growth Instl,FLIEX,6.72,33.41,6.72,15.27,,,0,*,1.19,3,"7,600,000",SmallGrowth
First American Regional Equity Y,FREIX,-5.52,20.11,-5.52,9.81,,,0.04,**,0.9,4,"245,150,304",SmallGrowth
Franklin Small Cap Growth Adv,FSGAX,0.35,23.42,0.35,,,,0.86,,0.64,6,"3,629,026",SmallGrowth
FTI Small Capitalization Equity,FTSCX,3.03,24.04,3.03,14.07,,,0,**,1.5,3,"52,402,688",SmallGrowth
Fremont U.S. Micro-Cap,FUSMX,2.86,44.06,2.86,17.84,,,0,**,1.88,4,"164,839,242",SmallGrowth
Gabelli ABC,GABCX,11.14,11.91,11.14,10.58,9.44,,1.98,***,2.26,5,"39,358,138",SmallGrowth
Govett Smaller Companies A,GSCQX,-11.73,28.33,-11.73,-11.64,8.46,,0,*,1.95,0,"58,907,828",SmallGrowth
Galaxy Small Company Equity Tr,GSETX,-10.66,17.29,-10.66,7.59,,,0,*,1.09,4,"217,351,474",SmallGrowth
Hartford Capital Appreciation Y,HCAYX,3.68,25.67,3.68,,,,0,,1,2,"23,655,776",SmallGrowth
Henlopen,HENLX,16.76,26.78,16.76,20.22,18.46,,0,***,1.5,6,"38,504,890",SmallGrowth
Hartford Small Company Y,HSCYX,11.05,28.04,11.05,,,,0,,1,1,"10,143,120",SmallGrowth
IAI Capital Appreciation,IACAX,2.21,22.55,2.21,,,,0,,1.4,2,"52,588,047",SmallGrowth
IPO Plus Aftermarket,IPOSX,18.44,32.74,18.44,,,,0,,,1,"9,770,981",SmallGrowth
Janus Venture,JAVTX,23.22,24.98,23.22,14.44,14.86,16.95,0.01,***,0.92,1,"1,246,207,331",SmallGrowth
JP Morgan U.S. Small Company Opport,JPSOX,5.21,23.09,5.21,,,,0,,1.19,1,"168,135,617",SmallGrowth
Kaufmann,KAUFX,0.72,17.07,0.72,11.08,15.38,20.87,0,***,1.88,12,"4,456,076,619",SmallGrowth
Kobrick Emerging Growth,KFEGX,39.5,37.57,39.5,,,,0,,,0,"23,636,162",SmallGrowth
"Kalmar ""Growth-With-Value"" Small Cap",KGSCX,-7.66,14.27,-7.66,,,,0,,1.25,1,"222,311,000",SmallGrowth
Loomis Sayles Small Cap Growth Instl,LSSIX,18.73,36.72,18.73,,,,0,,1,1,"33,059,194",SmallGrowth
Matrix Emerging Growth,MEGFX,-2.72,15.45,-2.72,7.8,,,0,*,2,3,"6,824,229",SmallGrowth
Managers Special Equity,MGSEX,0.2,19.78,0.2,15.87,15.35,16.75,0,***,1.35,,"956,513,934",SmallGrowth
Montgomery U.S. Emerging Growth R,MNMCX,7.94,21.12,7.94,17.77,,,0,**,1.56,4,"410,438,585",SmallGrowth
Montgomery Small Cap R,MNSCX,-7.93,28.98,-7.93,10.62,10.49,,0,*,1.24,8,"145,347,215",SmallGrowth
Montgomery Small Cap Opportunities R,MNSOX,-9.54,17.97,-9.54,13.08,,,0,*,1.5,3,"90,910,275",SmallGrowth
Montgomery Small Cap P,MNSPX,-8.19,28.95,-8.19,,,,0,,1.49,2,"19,240,229",SmallGrowth
Monetta,MONTX,-9.03,17.68,-9.03,5.26,6.97,11.5,0,*,1.45,12,"120,801,900",SmallGrowth
Marshall Small-Cap Growth,MRSCX,3.41,30.28,3.41,,,,0,,1.8,2,"111,555,871",SmallGrowth
Monetta Small-Cap Equity,MSCEX,-2.81,16.86,-2.81,,,,0,,,1,"3,822,247",SmallGrowth
Montgomery Small Cap Opportunities P,MSCPX,-10.28,17.59,-10.28,,,,0,,1.75,2,"326,574",SmallGrowth
Munder Small Company Growth K,MULKX,-7.5,19.4,-7.5,16.63,14.87,,0,**,1.2,2,"139,849,219",SmallGrowth
Munder Small Company Growth Y,MULYX,-7.22,19.51,-7.22,16.91,15.16,,0.12,**,0.95,2,"188,676,985",SmallGrowth
Nicholas-Applegate Sm Cap Growth Q,NAEQX,4.26,27.03,4.26,11.56,,,0,*,1.51,3,"8,716,581",SmallGrowth
Nicholas-Applegate Sm Cap Growth I,NAGQX,4.37,26.99,4.37,11.63,12.77,,0,*,1.17,5,"191,031,500",SmallGrowth
Nicholas-Applegate Mini-Cap Gr I,NAMCX,8.43,29.43,8.43,22.03,,,0,**,1.56,3,"93,908,270",SmallGrowth
Navellier Aggressive Small Cap Eq A,NASCX,-0.06,22.43,-0.06,8.67,,,0,*,2.33,1,"46,910,196",SmallGrowth
Nicholas Limited Edition,NCLEX,1.67,19.56,1.67,18.1,15.77,15.9,0.06,***,0.86,5,"367,191,042",SmallGrowth
New England Star Small Cap C,NEJCX,1.41,25.81,1.41,,,,0,,2.95,,"15,388,600",SmallGrowth
N/I Numeric Investors Micro Cap,NIMCX,16.27,28.66,16.27,,,,0,,1,2,"99,436,823",SmallGrowth
N/I Numeric Investors Growth,NISGX,2.22,27.14,2.22,,,,0,,1,2,"78,223,304",SmallGrowth
Navellier Aggressive Growth,NPFGX,11.51,27.98,11.51,14.5,,,0,*,2,3,"80,577,165",SmallGrowth
Navellier Aggressive Micro Cap,NPMCX,0.1,16.15,0.1,,,,0,,1.55,1,"9,682,566",SmallGrowth
Norwest Advantage Small Co Stock I,NSCTX,-17.07,14.98,-17.07,4.56,7,,0,*,0.52,5,"42,686,149",SmallGrowth
Oberweis Emerging Growth,OBEGX,-3.1,29.62,-3.1,2.76,8.34,15.83,0,*,1.44,11,"93,636,042",SmallGrowth
Oberweis Micro-Cap,OBMCX,4.42,39.25,4.42,12.37,,,0,*,1.81,3,"28,307,995",SmallGrowth
Oppenheimer Discovery Y,ODIYX,-1.73,17.49,-1.73,7.79,,,0,*,0.89,4,"47,090,807",SmallGrowth
One Group Small Capitalization Fid,OGGFX,-4.04,15.97,-4.04,,,,0,,1.06,2,"110,091,833",SmallGrowth
O'Shaughnessy Cornerstone Growth,OSCGX,3.67,23.82,3.67,,,,0,,1.56,2,"116,502,186",SmallGrowth
PBHG Emerging Growth,PBEGX,3,21.48,3,5.12,16.38,,0,**,1.27,5,"1,043,803,193",SmallGrowth
PBHG Limited,PBLDX,13.05,24.38,13.05,,,,0,,1.4,0,"141,505,764",SmallGrowth
BlackRock Small Cap Grth Svc,PCGEX,6.76,25.39,6.76,15.13,18.77,,0,**,1.17,5,"174,414,347",SmallGrowth
PaineWebber Pace Small/Med Co Grth Eq,PCSGX,15.04,24.57,15.04,14.56,,,0,**,,3,"334,910,196",SmallGrowth
Pacific Horizon Aggressive Growth K,PHAKX,0.02,16.56,0.02,,,,0,,1.93,0,"4,248,026",SmallGrowth
Provident Inv Couns Small Cap Growth,PISCX,5.82,25.04,5.82,7.48,13.95,,0,*,1,5,"159,034,934",SmallGrowth
Provident Inv Couns Small Co Growth,PISMX,5.43,24.97,5.43,,,,0,,1.45,1,"32,171,192",SmallGrowth
Parkstone Small Cap Instl,PKSCX,-5.31,23.08,-5.31,4.38,10.19,16.07,0,*,1.35,0,"332,754,839",SmallGrowth
T. Rowe Price Diversified Sm Cap Grth,PRDSX,3.58,25.24,3.58,,,,0,,1.25,1,"64,455,123",SmallGrowth
BlackRock Small Cap Grth Instl,PSGIX,7.38,25.53,7.38,15.55,19.24,,0,**,0.87,5,"1,251,361,766",SmallGrowth
PBHG Strategic Small Company PBHG,PSSCX,2.13,28.3,2.13,,,,0,,1.45,1,"69,372,090",SmallGrowth
Quantitative Small Cap Instl,QBNAX,0.85,19.01,0.85,10.44,13.88,,0,**,1.41,2,"5,111,166",SmallGrowth
Alliance Quasar Adv,QUAYX,-4.3,17.44,-4.3,,,,0,,1.37,0,"248,011,295",SmallGrowth
Republic Small Cap Equity,RESCX,13.43,23.22,13.43,,,,0.19,,0.91,2,"140,300,907",SmallGrowth
Robertson Stephens Diversified Grth A,RSDGX,16.42,29.93,16.42,,,,0,,1.94,2,"69,106,849",SmallGrowth
Robertson Stephens Emerging Growth A,RSEGX,28.02,38.37,28.02,22.64,19.09,20.18,0,***,1.5,2,"394,349,613",SmallGrowth
RSI Retirement Trust Emerg Grth Eqty,RSIGX,-7.08,23.86,-7.08,8.53,13.58,15.23,0,*,1.98,9,"55,406,135",SmallGrowth
ABN AMRO Small Cap Growth Comm,RSMCX,-6.52,16.05,-6.52,8.96,9.89,,0,*,1.04,0,"45,754,786",SmallGrowth
Robertson Stephens MicroCap Growth A,RSMGX,-0.63,22.61,-0.63,,,,0,,1.95,2,"93,222,614",SmallGrowth
Scudder Development,SCDVX,8.01,24.81,8.01,8.32,12.63,15.32,0,*,1.41,0,"713,031,807",SmallGrowth
Scudder 21st Century Growth,SCTGX,3.55,21.34,3.55,,,,0,,,2,"35,206,632",SmallGrowth
Standish Small Cap Equity,SDSCX,1.71,25.77,1.71,11.19,11.45,,0,*,0.74,8,"170,952,237",SmallGrowth
UAM Sirach Special Equity Instl Svc,SEPSX,5.12,27.31,5.12,,,,0,,1.14,2,"3,057,959",SmallGrowth
Shelby,SHELX,12.77,25.57,12.77,10.93,13.64,18.31,0,**,1.29,18,"38,154,998",SmallGrowth
Galaxy Small Cap Value Tr,SMCEX,-5.22,9.75,-5.22,16.65,16.03,,0.55,***,0.96,6,"217,351,474",SmallGrowth
Stein Roe Special Venture,SRSVX,-21.55,6.66,-21.55,3.44,,,0,*,1.29,4,"96,954,832",SmallGrowth
SEI Instl Mgd Small Cap Growth A,SSCGX,5.59,28.29,5.59,10.89,14.19,,0,*,1.1,6,"723,865,403",SmallGrowth
Saratoga Small Capitalization,SSCPX,-18.61,15.29,-18.61,5.08,,,0,*,1.28,4,"31,846,734",SmallGrowth
UAM Sirach Special Equity Instl,SSEPX,5.64,27.16,5.64,9.63,10.85,,0,*,0.89,9,"171,437,649",SmallGrowth
Sit Small Cap Growth,SSMGX,1.97,15.56,1.97,8.06,,,0,*,1.5,4,"47,602,676",SmallGrowth
Standish Small Cap Equity Asset,SSQAX,,25.65,,,,,,,,0,"8,089,528",SmallGrowth
Stagecoach Small Cap Instl,STSIX,-5.39,18.87,-5.39,,,,0,,0.75,2,"68,905,108",SmallGrowth
Target Small Capitalization Growth,TASGX,2.55,22.49,2.55,13.79,12.42,,0,**,0.79,5,"147,780,528",SmallGrowth
TCW Galileo Earnings Momentum,TGMOX,7.09,29.44,7.09,8.86,,,0,*,1.17,4,"36,903,645",SmallGrowth
TCW Galileo Small Cap Growth,TGSCX,19.8,31.44,19.8,16.89,,,0,*,1.14,4,"134,830,348",SmallGrowth
Transamerica Premier Small Comp Inv,TPSCX,80.27,51.55,80.27,,,,0,,1.4,1,"134,363,051",SmallGrowth
Turner Small Cap Equity,TSCEX,8.53,24.34,8.53,17.15,,,0,**,1.24,0,"188,965,170",SmallGrowth
TCW/DW Small Capitalization Growth D,TSGDX,20.58,33.28,20.58,,,,0,,1.27,1,"13,090",SmallGrowth
Consulting Group Small Cap Growth,TSGUX,2.85,25.02,2.85,10.55,15.5,,0,**,0.9,1,"1,047,550,000",SmallGrowth
WPG Tudor,TUDRX,-22.03,10.81,-22.03,0.97,5.56,10.46,0,*,1.24,1,"87,799,743",SmallGrowth
American Cent-20th Cent Giftrust,TWGTX,-13.09,22.73,-13.09,-3.15,7.35,17.7,0,*,1,2,"920,329,891",SmallGrowth
American Cent-20th Cent New Opp,TWNOX,13.33,28.23,13.33,,,,0,,1.49,2,"262,309,561",SmallGrowth
Excelsior Small Cap A,UMLCX,-12.38,21.57,-12.38,-0.75,4.79,,0,*,0.94,1,"46,677,562",SmallGrowth
USAA Aggressive Growth,USAUX,22.22,37.99,22.22,15.26,17.97,14.83,0,*,0.71,3,"833,307,088",SmallGrowth
Value Line Special Situations,VALSX,29.88,27.5,29.88,22.54,19.11,15.43,0,***,1.08,9,"164,457,026",SmallGrowth
Vanguard Explorer,VEXPX,3.52,23.29,3.52,10.59,11.48,13.07,0.35,**,0.62,8,"2,307,141,343",SmallGrowth
Vanguard Small Cap Growth Index,VISGX,,22.27,,,,,,,,0,"78,447,493",SmallGrowth
Value Line Small Cap Growth,VLSCX,4.61,29.21,4.61,8.79,9.68,,0,*,1.81,5,"18,745,002",SmallGrowth
Chase Vista Small Cap Equity Instl,VSEIX,3.71,19.51,3.71,,,,0,,1.1,2,"297,189,257",SmallGrowth
Van Wagoner Micro-Cap,VWMCX,13.11,30.64,13.11,4.16,,,0,*,1.95,3,"46,113,497",SmallGrowth
Van Wagoner Post-Venture,VWPVX,37.59,37.59,37.59,,,,0,,1.95,2,"19,081,007",SmallGrowth
Wasatch Aggressive Equity,WAAEX,11.17,31.55,11.17,11.72,13.51,17.88,0,***,1.5,12,"156,600,154",SmallGrowth
Wasatch Mid-Cap,WAMCX,24.81,38.11,24.81,8.75,17.16,,0,**,1.75,6,"62,538,027",SmallGrowth
Warburg Pincus Instl Small Co Growth,WISCX,-4,21.25,-4,14.19,,,0,**,0.99,3,"235,038,523",SmallGrowth
Wasatch Micro-Cap,WMICX,18.98,24.61,18.98,22.32,,,0,***,2.5,3,"154,426,740",SmallGrowth
Warburg Pincus Small Co Growth Common,WSCGX,-1.4,22.47,-1.4,,,,0,,1.41,2,"5,344,768",SmallGrowth
Wilshire Target Small Co Growth Instl,WSMGX,-3.44,19.77,-3.44,,,,0,,1.19,2,"5,490,280",SmallGrowth
ABN AMRO Small Cap Growth Inv,,-7.25,15.77,-7.25,8.47,9.46,,0,*,1.29,0,"503,931",SmallGrowth
AIM Small Cap Growth Adv,,23.38,30.45,23.38,18.01,,,0,**,1.57,0,"1,072,919",SmallGrowth
Bjurman Micro-Cap Growth,,11.89,25.41,11.89,,,,0,,1.8,1,"8,945,691",SmallGrowth
Dresdner RCM Small Cap,,1.11,26.1,1.11,17.54,16.33,,0,**,1.02,7,"557,810,198",SmallGrowth
Fountainhead Special Value,,-3.55,7.77,-3.55,,,,0,,0.97,,"6,800,877",SmallGrowth
Fremont U.S. Small Cap,,17.63,40.65,17.63,,,,0,,1.5,1,"9,591,221",SmallGrowth
Ivy U.S. Emerging Growth Adv,,,,31.27,,,,,,,0,"608,087",SmallGrowth
John Hancock Small Cap Growth,,16.54,36.4,16.54,14.95,,,0,**,0.9,3,"2,681,000",SmallGrowth
Kemper Small Capitalization Equity I,,-2.62,22.68,-2.62,10.49,,,0,*,0.53,1,"14,747,460",SmallGrowth
Loomis Sayles Small Cap Growth Ret,,18.5,36.77,18.5,,,,0,,1.25,1,"3,644,009",SmallGrowth
MFS New Discovery I,,20.18,23.91,20.18,,,,0,,1.18,1,"3,571,805",SmallGrowth
Morgan Grenfell Smaller Companies Svc,,0.73,19.99,0.73,,,,0.24,,1.5,,"1,006,759",SmallGrowth
State Street Research Emerging Grth S,,-3.27,25.68,-3.27,16.44,9.68,,0,*,2.1,1,"5,227,444",SmallGrowth
Transamerica Premier Small Comp A,,,,51.55,,,,,,,0,"2,752",SmallGrowth
Transamerica Premier Small Comp M,,,,51.34,,,,,,,0,"2,883",SmallGrowth
Turner Micro Cap Growth,,,,40.49,,,,,,1.25,0,"4,734,377",SmallGrowth
Academy Value,ACVFX,-22.45,-2.93,-22.45,2.01,,,0.6,*,1.82,4,"5,283,900",SmallValue
Armada Small Cap Value Instl,AMRIX,-6.96,17.79,-6.96,14.75,,,0.33,**,0.97,0,"246,034,696",SmallValue
Artisan Small Cap Value,ARTVX,-5.76,7.03,-5.76,,,,0,,1.93,1,"51,399,000",SmallValue
AARP Small Company Stock,ASCSX,-6.24,10.3,-6.24,,,,0.08,,1.75,1,"103,827,266",SmallValue
Babson Enterprise,BABEX,-11.36,7.44,-11.36,12.49,11.16,13.74,0.3,**,1.08,14,"176,339,434",SmallValue
Barr Rosenberg U.S. Small Cap Sel,BRSCX,-4.52,10.44,-4.52,,,,0,,1.59,2,"25,361,877",SmallValue
Bridgeway Ultra-Small Company,BRUSX,-13.11,15.87,-13.11,15.87,,,0,**,1.67,4,"35,373,643",SmallValue
Berger Small Cap Value Inv,BSCVX,1.43,15.04,1.43,,,,0.33,,1.56,1,"153,967,736",SmallValue
Wachovia Special Values Y,BSPYX,-1,10.81,-1,,,,1.49,,1.11,1,"91,844,457",SmallValue
Berger Small Cap Value Instl,BSVIX,1.83,15.17,1.83,20.54,18.69,14.97,0.71,****,1.19,13,"119,184,515",SmallValue
CitiFunds Small Cap Value,CFSVX,,8.2,,,,,,,,0,"31,895,915",SmallValue
CornerCap Growth,CGRFX,-10.64,2.9,-10.64,15.18,12.63,8.41,0,**,1.56,6,"13,931,935",SmallValue
CRM Small Cap Value Instl,CRISX,-11.36,4.4,-11.36,,,,0.03,,,0,"77,175,288",SmallValue
CRM Small Cap Value Inv,CRMSX,-12.21,4.37,-12.21,14.08,,,0.03,**,1.5,3,"118,221,816",SmallValue
Delafield,DEFIX,-11.47,14.32,-11.47,10.2,12.48,,0.93,***,1.29,5,"105,300,000",SmallValue
Delaware Small Cap Value Instl,DEVIX,-4.82,12.65,-4.82,15.93,12.48,,0.91,**,1.09,1,"114,098,304",SmallValue
DFA U.S. 6-10 Value II,DFAVX,-7.17,12.32,-7.17,14.03,,,1.85,**,0.85,4,"86,530,000",SmallValue
DFA U.S. 6-10 Value,DFSVX,-7.3,12.32,-7.3,14.03,14.18,,1.73,**,0.6,5,"2,351,270,000",SmallValue
Wilshire Target Small Co Value Invmt,DTSVX,-5.57,9.43,-5.57,12.18,11.02,,1.25,**,0.85,6,"28,422,907",SmallValue
Eclipse Equity,EEQFX,3.4,12.69,3.4,21.42,15.33,14.16,0,***,1.14,11,"187,201,495",SmallValue
Enterprise Small Company Value Y,EIGYX,6.13,14.33,6.13,19.71,,,0,****,1.3,2,"279,169",SmallValue
Evergreen Micro Cap Y,EMCYX,-22.1,2.69,-22.1,8.94,5.01,9.68,0,*,1.39,2,"38,616,882",SmallValue
Evergreen Small Cap Equity Income Y,ESCEX,-9.39,6.68,-9.39,14,13.7,,2.41,***,1.39,5,"81,223,973",SmallValue
1838 Small Cap Equity,ESEQX,-6.08,16.15,-6.08,,,,0,,1.25,2,"33,980,928",SmallValue
Fairmont,FAIMX,-4.88,13.54,-4.88,6.49,10.63,9.83,0,*,1.63,17,"23,715,862",SmallValue
FAM Value,FAMVX,6.19,14.62,6.19,17.98,16,16.02,0.54,****,1.24,12,"357,665,782",SmallValue
First American Micro Cap Value Y,FMVCX,-6.9,9.87,-6.9,,,,0.22,,0.88,1,"103,017,582",SmallValue
First Omaha Small Cap Value,FOSCX,-3.36,14.05,-3.36,,,,1.57,,1.34,2,"15,036,859",SmallValue
First American Small Cap Value Y,FSCCX,-8.26,11.89,-8.26,9.95,,,0.31,**,0.88,4,"421,216,421",SmallValue
Gradison Opportunity Value,GOGFX,-6.95,13.06,-6.95,13.4,12.58,12.82,0.58,**,1.31,14,"151,198,399",SmallValue
Goldman Sachs Small Cap Value Inst,GSSIX,-16.56,13.43,-16.56,,,,0,,1.16,1,"16,246,330",SmallValue
Goldman Sachs Small Cap Value Svc,GSSSX,-16.92,13.32,-16.92,,,,0,,1.45,6,"264,580",SmallValue
Glenmede Small Cap Equity,GTCSX,-13.46,9.54,-13.46,12.04,12.64,,0.89,**,0.12,2,"318,407,535",SmallValue
Heartland Value,HRTVX,-11.46,4.64,-11.46,9.69,11.74,14.55,0.19,**,1.12,14,"1,666,019,130",SmallValue
Harris Insight Small Cap Value Inst,HSCVX,-3.94,8.32,-3.94,,,,0.44,,,1,"144,434,591",SmallValue
Hotchkis & Wiley Small Cap,HWSCX,-15.56,8.8,-15.56,10.41,10.02,12.82,0,**,0.94,3,"59,234,928",SmallValue
IAI Value,IAAPX,-0.04,18.89,-0.04,13.36,10.5,11.33,0,**,1.25,2,"9,999,915,202,079",SmallValue
UAM ICM Small Company,ICSCX,-0.51,9.33,-0.51,17.63,15.34,,0.92,***,0.88,9,"635,366,850",SmallValue
Invesco Small Company Value,IDSCX,-5.82,16.37,-5.82,9.81,10.74,,0.43,**,1.25,4,"60,027,314",SmallValue
Lazard Bantam Value Instl,LABVX,-13.82,11.94,-13.82,,,,0,,1.05,2,"59,952,338",SmallValue
Lindner/Ryback Small-Cap Inv,LDRSX,-6.09,11.65,-6.09,20.62,,,1.1,***,0.87,4,"44,285,127",SmallValue
Lexington SmallCap,LESVX,6.73,15.04,6.73,11.5,,,0.05,**,2.57,0,"7,954,993",SmallValue
Barr Rosenberg U.S. Small Cap Adv,LIFUX,-4.29,10.54,-4.29,,,,0,,1.4,1,"23,619,901",SmallValue
Longleaf Partners Small-Cap,LLSCX,12.71,14.46,12.71,23.86,18.5,13.47,0.67,****,1.09,7,"1,350,989,083",SmallValue
Loomis Sayles Small Cap Value Ret,LSCRX,-1.34,17.98,-1.34,,,,0.42,,1.25,1,"70,328,516",SmallValue
Loomis Sayles Small Cap Value Instl,LSSCX,-1.08,18.07,-1.08,17.56,14.51,,0.66,**,0.94,7,"346,259,317",SmallValue
Lazard Small Cap Open,LZCOX,-12.86,12.81,-12.86,,,,0,,1.14,7,"93,837,611",SmallValue
Lazard Small Cap Instl,LZSCX,-12.62,12.92,-12.62,11.52,11.45,,0.05,**,0.82,7,"1,407,860,050",SmallValue
Munder Small-Cap Value K,MCVKX,-6.63,12.7,-6.63,,,,0.62,,1.27,2,"60,228,743",SmallValue
Munder Small-Cap Value Y,MCVYX,-6.46,12.76,-6.46,,,,0.88,,1.02,2,"61,661,301",SmallValue
MAS Small Cap Value,MPSCX,-1.42,15.32,-1.42,20.29,16.57,17.81,0.35,***,0.86,12,"788,230,784",SmallValue
Maxus Aggressive Value Inv,MXSAX,,15.7,,,,,,,,0,"2,799,638",SmallValue
Northern Small Cap,NOSGX,-5.94,11.96,-5.94,13.24,,,0.1,**,1,4,"314,258,197",SmallValue
Oakmark Small Cap,OAKSX,-13.16,17.65,-13.16,19.48,,,0,***,1.45,3,"747,672,210",SmallValue
PaineWebber Pace Small/Med Co Val Eq,PCSVX,-9.16,9.37,-9.16,15.13,,,0.55,***,,3,"187,143,040",SmallValue
BlackRock Small Cap Value Instl,PNSEX,-6.22,14.03,-6.22,15.13,13.37,,1.59,**,0.85,2,"594,570,914",SmallValue
Prudential Small Company Value Z,PSCZX,-10.62,8.58,-10.62,,,,0,,0.96,2,"142,604,546",SmallValue
BlackRock Small Cap Value Svc,PSESX,-6.5,13.96,-6.5,14.76,13.01,,1.28,**,1.15,2,"84,486,211",SmallValue
Pathfinder,PSLFX,-18.14,5.13,-18.14,2.57,6.43,3.54,0,*,0.99,9,"2,000,000",SmallValue
